54835.817914435 1.0023e+00 5.7383e-04
54835.818901894 1.0031e+00 5.6929e-04
54835.819911092 1.0030e+00 5.5852e-04
54835.820920291 1.0034e+00 5.6021e-04
54835.821901858 1.0033e+00 5.8216e-04
54835.822916945 1.0032e+00 5.5457e-04
54835.823905960 1.0027e+00 5.7176e-04
54835.824894974 1.0011e+00 5.5879e-04
54835.825904173 1.0037e+00 5.6506e-04
54835.826913371 1.0029e+00 5.6579e-04
54835.827902385 1.0019e+00 5.8608e-04
54835.828891400 1.0024e+00 5.7986e-04
54835.829900598 1.0030e+00 5.8439e-04
54835.830909797 1.0029e+00 5.8064e-04
54835.831918995 1.0030e+00 5.7444e-04
54835.832908009 1.0012e+00 5.8093e-04
54835.833897023 1.0029e+00 5.6128e-04
54835.834906222 1.0029e+00 5.7202e-04
54835.835915420 1.0028e+00 5.8375e-04
54835.836904434 1.0015e+00 5.8445e-04
54835.837893449 1.0021e+00 5.6914e-04
54835.838902647 1.0010e+00 5.6739e-04
54835.839911845 1.0025e+00 5.6947e-04
54835.840921044 1.0020e+00 5.5999e-04
54835.841910058 1.0026e+00 5.7341e-04
54835.842899072 1.0007e+00 5.5838e-04
54835.843908271 1.0009e+00 5.5450e-04
54835.844917469 9.9888e-01 5.6290e-04
54835.845906483 9.9982e-01 5.7073e-04
54835.846895497 9.9929e-01 5.6163e-04
54835.847904696 9.9777e-01 5.5786e-04
54835.848913894 9.9677e-01 5.6022e-04
54835.849902908 9.9491e-01 5.6087e-04
54835.850891922 9.9531e-01 5.4597e-04
54835.851901121 9.9280e-01 5.4163e-04
54835.852910319 9.9216e-01 5.4036e-04
54835.853919517 9.9068e-01 5.4952e-04
54835.854908532 9.8994e-01 5.6178e-04
54835.855897545 9.8848e-01 5.4632e-04
54835.856906744 9.8861e-01 5.4295e-04
54835.857915942 9.9037e-01 5.4851e-04
54835.858904956 9.8834e-01 5.5967e-04
54835.859893970 9.8797e-01 5.5546e-04
54835.860903169 9.8776e-01 5.4244e-04
54835.861912367 9.8769e-01 5.4354e-04
54835.862921565 9.8795e-01 5.3152e-04
54835.863910579 9.8801e-01 5.4900e-04
54835.864899594 9.8811e-01 5.4719e-04
54835.865908792 9.8732e-01 5.3895e-04
54835.866917990 9.8657e-01 5.3399e-04
54835.867907004 9.8759e-01 5.4850e-04
54835.868896018 9.8689e-01 5.3502e-04
54835.869905216 9.8678e-01 5.3637e-04
54835.870914415 9.8676e-01 5.3363e-04
54835.871903429 9.8533e-01 5.4273e-04
54835.872892443 9.8663e-01 5.2995e-04
54835.873901641 9.8548e-01 5.3028e-04
54835.874910839 9.8501e-01 5.2989e-04
54835.875920037 9.8633e-01 5.2292e-04
54835.876909052 9.8515e-01 5.4360e-04
54835.877898065 9.8543e-01 5.3061e-04
54835.878907264 9.8476e-01 5.2663e-04
54835.879916462 9.8484e-01 5.2697e-04
54835.880905476 9.8530e-01 5.3872e-04
54835.881894490 9.8608e-01 5.3623e-04
54835.882903688 9.8559e-01 5.3683e-04
54835.883912886 9.8440e-01 5.2664e-04
54835.884922084 9.8458e-01 5.2575e-04
54835.885911098 9.8428e-01 5.3374e-04
54835.886900112 9.8470e-01 5.1950e-04
54835.887935939 9.8422e-01 5.4504e-04
54835.888899209 9.8377e-01 5.2700e-04
54835.889908407 9.8475e-01 5.2841e-04
54835.890917605 9.8534e-01 5.3068e-04
54835.891906619 9.8489e-01 5.3907e-04
54835.892895633 9.8470e-01 5.3275e-04
54835.893904832 9.8492e-01 5.2734e-04
54835.894914029 9.8426e-01 5.3433e-04
54835.895903043 9.8363e-01 5.4435e-04
54835.896892057 9.8523e-01 5.2795e-04
54835.897901255 9.8424e-01 5.2545e-04
54835.898910453 9.8550e-01 5.2010e-04
54835.899919651 9.8490e-01 5.2372e-04
54835.900908665 9.8400e-01 5.3911e-04
54835.901897679 9.8454e-01 5.2740e-04
54835.902906877 9.8508e-01 5.3120e-04
54835.903916075 9.8369e-01 5.2047e-04
54835.904905089 9.8419e-01 5.3097e-04
54835.905894103 9.8458e-01 5.2207e-04
54835.906903301 9.8410e-01 5.2117e-04
54835.907912499 9.8522e-01 5.2137e-04
54835.908921697 9.8447e-01 5.1970e-04
54835.909910710 9.8460e-01 5.3457e-04
54835.910899725 9.8512e-01 5.1761e-04
54835.911908923 9.8407e-01 5.1682e-04
54835.912918121 9.8445e-01 5.2323e-04
54835.913907135 9.8395e-01 5.3456e-04
54835.914896148 9.8418e-01 5.1453e-04
54835.915905346 9.8385e-01 5.2262e-04
54835.916914544 9.8458e-01 5.1478e-04
54835.917903558 9.8388e-01 5.2956e-04
54835.918892572 9.8442e-01 5.1728e-04
54835.919901770 9.8459e-01 5.1377e-04
54835.920910967 9.8403e-01 5.2013e-04
54835.921920166 9.8528e-01 5.1591e-04
54835.922909179 9.8545e-01 5.2259e-04
54835.923898193 9.8456e-01 5.1541e-04
54835.924907391 9.8479e-01 5.1576e-04
54835.925916589 9.8539e-01 5.1785e-04
54835.926905602 9.8529e-01 5.2208e-04
54835.927894616 9.8553e-01 5.0791e-04
54835.928903814 9.8473e-01 5.1278e-04
54835.929913012 9.8373e-01 5.1000e-04
54835.930902026 9.8611e-01 5.2079e-04
54835.931891039 9.8619e-01 5.0937e-04
54835.932900237 9.8614e-01 5.1042e-04
54835.933909435 9.8466e-01 5.0888e-04
54835.934918633 9.8509e-01 5.1009e-04
54835.935907646 9.8533e-01 5.1950e-04
54835.936896660 9.8591e-01 5.0603e-04
54835.937905858 9.8610e-01 5.0678e-04
54835.938915055 9.8558e-01 5.0747e-04
54835.939904069 9.8562e-01 5.1775e-04
54835.940893083 9.8641e-01 5.1320e-04
54835.941902281 9.8633e-01 5.1182e-04
54835.942911478 9.8669e-01 5.0748e-04
54835.943920676 9.8672e-01 5.0613e-04
54835.944909689 9.8575e-01 5.1574e-04
54835.945898703 9.8567e-01 5.0827e-04
54835.946907901 9.8660e-01 5.0705e-04
54835.947917099 9.8732e-01 5.0403e-04
54835.948906112 9.8721e-01 5.2182e-04
54835.949895126 9.8704e-01 5.0561e-04
54835.950904323 9.8853e-01 5.0997e-04
54835.951913521 9.8870e-01 5.0819e-04
54835.952902535 9.8991e-01 5.2305e-04
54835.953891548 9.9054e-01 5.1059e-04
54835.954900746 9.9141e-01 5.0695e-04
54835.955909943 9.9194e-01 5.1262e-04
54835.956919141 9.9481e-01 5.1487e-04
54835.957908154 9.9498e-01 5.2657e-04
54835.958897168 9.9624e-01 5.1913e-04
54835.959906365 9.9739e-01 5.1367e-04
54835.960915563 9.9572e-01 5.0701e-04
54835.961904577 9.9797e-01 5.2354e-04
54835.962893590 9.9783e-01 5.0944e-04
54835.963902788 9.9881e-01 5.1592e-04
54835.964911985 9.9874e-01 5.1207e-04
54835.965921182 9.9895e-01 5.1527e-04
54835.966910196 9.9921e-01 5.2563e-04
54835.967899209 9.9913e-01 5.1868e-04
54835.968908407 9.9949e-01 5.1305e-04
54835.969917604 9.9919e-01 5.0903e-04
54835.970906618 9.9951e-01 5.2461e-04
54835.971895631 9.9993e-01 5.1455e-04
54835.972904829 9.9935e-01 5.1432e-04
54835.973914026 1.0012e+00 5.3248e-04
54835.974903040 9.9944e-01 5.2994e-04
54835.975892053 9.9947e-01 5.1317e-04
54835.976901250 9.9898e-01 5.0930e-04
54835.977910447 9.9844e-01 5.1212e-04
54835.978919645 9.9956e-01 5.1519e-04
54835.979908658 9.9993e-01 5.2739e-04
54835.980900959 9.9992e-01 5.2162e-04
54835.981941799 9.9913e-01 5.2622e-04
54835.982892419 9.9997e-01 5.0740e-04
54835.983901617 9.9948e-01 5.1117e-04
54835.984910814 9.9903e-01 5.1335e-04
54835.985920011 9.9932e-01 5.1643e-04
54835.986909024 9.9992e-01 5.2387e-04
54835.987898038 9.9929e-01 5.1286e-04
54835.988907235 9.9871e-01 5.0803e-04
54835.989916432 9.9905e-01 5.1724e-04
54835.990905446 9.9844e-01 5.2008e-04
54835.991894459 9.9921e-01 5.1335e-04
54835.992903656 9.9900e-01 5.1217e-04
54835.993912854 9.9955e-01 5.1043e-04
54835.994922051 9.9981e-01 5.0833e-04
54835.995911064 9.9945e-01 5.2482e-04
54835.996900076 9.9851e-01 5.1257e-04
54835.997909274 9.9970e-01 5.1335e-04
54835.998918471 1.0001e+00 5.1449e-04
54835.999907485 1.0006e+00 5.2704e-04
54836.000896498 9.9907e-01 5.1558e-04
54836.001905695 9.9993e-01 5.1548e-04
54836.002914892 9.9989e-01 5.1716e-04
54836.003903905 9.9954e-01 5.2405e-04
54836.004892919 9.9846e-01 5.0813e-04
54836.005902116 9.9904e-01 5.1106e-04
54836.006911313 1.0002e+00 5.1625e-04
54836.007920509 1.0008e+00 5.1957e-04
54836.008909523 9.9903e-01 5.2198e-04
54836.009898536 1.0003e+00 5.1280e-04
54836.010907733 9.9991e-01 5.1010e-04
54836.011916930 9.9971e-01 5.1176e-04
54836.012905943 1.0002e+00 5.1771e-04
54836.013894956 1.0009e+00 5.1805e-04
54836.014904153 9.9999e-01 5.2039e-04
54836.015913350 1.0008e+00 5.1752e-04
54836.016902364 9.9991e-01 5.2227e-04
54836.017891377 9.9942e-01 5.0678e-04
54836.018900573 9.9920e-01 5.0921e-04
54836.019909771 9.9924e-01 5.1341e-04
54836.020918968 9.9980e-01 5.1427e-04
54836.021907981 1.0002e+00 5.2052e-04
54836.022896994 1.0002e+00 5.0726e-04
54836.023906191 9.9946e-01 5.1055e-04
54836.024915387 9.9969e-01 5.0861e-04
54836.025904400 9.9968e-01 5.1884e-04
54836.026893413 9.9929e-01 5.1053e-04
54836.027902610 9.9969e-01 5.0929e-04
54836.028911807 9.9916e-01 5.0568e-04
54836.029921004 9.9971e-01 4.9863e-04
54836.030910017 9.9977e-01 5.1434e-04
54836.031899030 1.0001e+00 5.0540e-04
54836.032908227 9.9914e-01 4.9878e-04
54836.033917424 9.9977e-01 4.9991e-04
54836.034906437 9.9921e-01 5.1086e-04
54836.035895450 9.9901e-01 5.0506e-04
54836.036904646 9.9815e-01 5.0744e-04
54836.037913843 9.9822e-01 4.9929e-04
54836.038902856 9.9837e-01 5.1293e-04
54836.039891869 9.9879e-01 5.0409e-04
54836.040901066 9.9779e-01 5.0603e-04
54836.041910262 9.9861e-01 5.0937e-04
54836.042919459 9.9795e-01 5.1021e-04
54836.043908472 9.9989e-01 5.1722e-04
54836.044897485 9.9905e-01 5.0637e-04
54836.045906681 9.9973e-01 5.1407e-04
54836.046915878 9.9938e-01 5.1933e-04
54836.047904891 9.9940e-01 5.2360e-04
54836.048879730 9.9988e-01 5.1442e-04
54836.049913957 9.9865e-01 5.0781e-04
54836.050902970 9.9991e-01 5.1784e-04
54836.051891983 9.9909e-01 5.0894e-04
54836.052901179 9.9990e-01 5.0976e-04
54836.053910376 1.0004e+00 5.1618e-04
54836.054919572 9.9986e-01 5.1139e-04
54836.055908585 1.0000e+00 5.3034e-04
54836.056897598 1.0011e+00 5.3267e-04
54836.057906795 1.0009e+00 5.2407e-04
54836.058915991 9.9992e-01 5.0750e-04
54836.059905004 9.9891e-01 5.1702e-04
54836.060894017 1.0011e+00 5.0438e-04
54836.061903213 1.0014e+00 5.0551e-04
54836.062912410 9.9915e-01 5.0380e-04
54836.063921606 1.0006e+00 5.1378e-04
54836.064910619 9.9973e-01 5.1607e-04
54836.065899631 9.9902e-01 5.0426e-04
54836.066908828 9.9973e-01 5.0508e-04
54836.067918024 9.9965e-01 5.1085e-04
54836.068907037 1.0010e+00 5.2097e-04
54836.069896050 1.0004e+00 5.0873e-04
54836.070905246 1.0002e+00 5.0594e-04
54836.071914443 9.9912e-01 5.0407e-04
54836.072903455 9.9981e-01 5.1330e-04
54836.073892468 9.9988e-01 5.0357e-04
54836.074901664 9.9930e-01 5.0059e-04
54836.075910860 9.9940e-01 4.9819e-04
54836.076920057 9.9985e-01 5.0696e-04
54836.077909069 9.9984e-01 5.1432e-04
54836.078898082 9.9894e-01 5.0678e-04
54836.079907278 1.0006e+00 5.0994e-04
54836.080916475 9.9964e-01 5.1005e-04
54836.081905487 1.0002e+00 5.1143e-04
54836.082894500 9.9921e-01 5.0623e-04
54836.083903696 9.9965e-01 5.1405e-04
54836.084912893 9.9952e-01 5.1085e-04
54836.085922089 9.9975e-01 5.0579e-04
54836.086911101 9.9976e-01 5.2365e-04
54836.087900114 9.9970e-01 5.0782e-04
54836.088909310 9.9959e-01 5.0576e-04
54836.089918506 9.9944e-01 5.0602e-04
54836.090907519 9.9963e-01 5.2111e-04
54836.091896531 1.0011e+00 5.1358e-04
54836.092905727 1.0003e+00 5.0940e-04
54836.093914924 1.0005e+00 5.0738e-04
54836.094903935 9.9978e-01 5.1492e-04
54836.095892948 1.0004e+00 5.0840e-04
54836.096902145 1.0012e+00 5.1126e-04
54836.097911341 1.0017e+00 5.1843e-04
54836.098920537 9.9962e-01 5.1100e-04
54836.099909549 1.0001e+00 5.1641e-04
54836.100898562 9.9984e-01 5.0888e-04
54836.101907758 1.0007e+00 5.0770e-04
54836.102916954 9.9865e-01 5.0670e-04
54836.103905967 9.9962e-01 5.1949e-04
54836.104894979 9.9956e-01 5.0860e-04
54836.105904175 9.9932e-01 5.0762e-04
54836.106913371 9.9983e-01 5.0920e-04
54836.107902383 1.0007e+00 5.1899e-04
54836.108891395 1.0007e+00 5.0750e-04
54836.109900592 1.0000e+00 5.0720e-04
54836.110909788 9.9919e-01 5.0912e-04
54836.111918984 1.0000e+00 5.1160e-04
54836.112907996 1.0000e+00 5.2109e-04
54836.113897008 1.0005e+00 5.1088e-04
54836.114906204 9.9991e-01 5.1054e-04
54836.115915401 1.0002e+00 5.0769e-04
54836.116624656 9.9959e-01 8.1141e-04
