54835.817914435 9.9017e-01 1.3908e-03
54835.818901894 9.9117e-01 1.4120e-03
54835.819911092 9.9356e-01 1.3230e-03
54835.820920291 9.9408e-01 1.3202e-03
54835.821901858 9.9368e-01 1.3506e-03
54835.822916945 9.9292e-01 1.2710e-03
54835.823905960 9.9497e-01 1.3244e-03
54835.824894974 9.9162e-01 1.2639e-03
54835.825904173 9.9500e-01 1.3039e-03
54835.826913371 9.9597e-01 1.2914e-03
54835.827902385 9.9380e-01 1.3481e-03
54835.828891400 9.9605e-01 1.3450e-03
54835.829900598 9.9240e-01 1.3440e-03
54835.830909797 9.9452e-01 1.3263e-03
54835.831918995 9.9512e-01 1.3013e-03
54835.832908009 9.9490e-01 1.2951e-03
54835.833897023 9.9473e-01 1.2151e-03
54835.834906222 9.9488e-01 1.2725e-03
54835.835915420 9.9443e-01 1.3248e-03
54835.836904434 9.9315e-01 1.2766e-03
54835.837893449 9.9353e-01 1.2303e-03
54835.838902647 9.9435e-01 1.2203e-03
54835.839911845 9.9699e-01 1.2256e-03
54835.840921044 9.9338e-01 1.1711e-03
54835.841910058 9.9267e-01 1.1998e-03
54835.842899072 9.9427e-01 1.1635e-03
54835.843908271 9.9369e-01 1.1400e-03
54835.844917469 9.9024e-01 1.1713e-03
54835.845906483 9.9105e-01 1.1771e-03
54835.846895497 9.9142e-01 1.1586e-03
54835.847904696 9.9216e-01 1.1415e-03
54835.848913894 9.9101e-01 1.1476e-03
54835.849902908 9.8900e-01 1.1278e-03
54835.850891922 9.8921e-01 1.0870e-03
54835.851901121 9.8814e-01 1.0715e-03
54835.852910319 9.8686e-01 1.0613e-03
54835.853919517 9.8595e-01 1.0951e-03
54835.854908532 9.8478e-01 1.1200e-03
54835.855897545 9.8375e-01 1.0809e-03
54835.856906744 9.8072e-01 1.0620e-03
54835.857915942 9.8671e-01 1.0811e-03
54835.858904956 9.8416e-01 1.1015e-03
54835.859893970 9.8583e-01 1.1090e-03
54835.860903169 9.8481e-01 1.0545e-03
54835.861912367 9.8266e-01 1.0565e-03
54835.862921565 9.8308e-01 1.0104e-03
54835.863910579 9.8383e-01 1.0510e-03
54835.864899594 9.8409e-01 1.0559e-03
54835.865908792 9.8274e-01 1.0267e-03
54835.866917990 9.8424e-01 1.0111e-03
54835.867907004 9.8357e-01 1.0392e-03
54835.868896018 9.8181e-01 1.0080e-03
54835.869905216 9.8037e-01 1.0092e-03
54835.870914415 9.8125e-01 9.9806e-04
54835.871903429 9.8185e-01 1.0153e-03
54835.872892443 9.8099e-01 9.8383e-04
54835.873901641 9.7941e-01 9.8210e-04
54835.874910839 9.7965e-01 9.8236e-04
54835.875920037 9.7953e-01 9.5359e-04
54835.876909052 9.8254e-01 1.0119e-03
54835.877898065 9.8061e-01 9.7821e-04
54835.878907264 9.8001e-01 9.6390e-04
54835.879916462 9.8080e-01 9.6454e-04
54835.880905476 9.7847e-01 9.8336e-04
54835.881894490 9.8009e-01 9.9192e-04
54835.882903688 9.8312e-01 9.9658e-04
54835.883912886 9.7948e-01 9.5560e-04
54835.884922084 9.7732e-01 9.4986e-04
54835.885911098 9.7937e-01 9.6076e-04
54835.886900112 9.7902e-01 9.2977e-04
54835.887935939 9.7977e-01 9.6513e-04
54835.888899209 9.8036e-01 9.4122e-04
54835.889908407 9.7863e-01 9.4032e-04
54835.890917605 9.7948e-01 9.4598e-04
54835.891906619 9.7995e-01 9.5793e-04
54835.892895633 9.8043e-01 9.5109e-04
54835.893904832 9.8014e-01 9.3153e-04
54835.894914029 9.7970e-01 9.5220e-04
54835.895903043 9.7873e-01 9.6652e-04
54835.896892057 9.7963e-01 9.2982e-04
54835.897901255 9.8021e-01 9.2342e-04
54835.898910453 9.7861e-01 9.0470e-04
54835.899919651 9.7911e-01 9.1432e-04
54835.900908665 9.7655e-01 9.4487e-04
54835.901897679 9.7996e-01 9.2183e-04
54835.902906877 9.8061e-01 9.3408e-04
54835.903916075 9.7782e-01 9.0112e-04
54835.904905089 9.7885e-01 9.1785e-04
54835.905894103 9.7908e-01 9.0288e-04
54835.906903301 9.8002e-01 9.0076e-04
54835.907912499 9.7870e-01 8.9797e-04
54835.908921697 9.7904e-01 8.9309e-04
